Rollno,Exam ID,AcademicYearID,semester,subjectid,SubjectName,TheoryAggGrade,TheoryAggGradePoint,TheoryCredit,ThIsPresent,PracticalAggMarks,PracticalAggGrade,PracticalAggGradePoint,PracticalCredit,PrIsPresent,SGPA,CGPA,prsgpa,prcgpa,noofbacklog
1108,1330,14,6,84,HUMAN ANATOMY II,DD,4,6,1,70,BB,8,1,NULL,5.62,4.46,1.5,1.5,0
1108,1330,14,6,85,MICROBIOLOGY,DD,4,3,1,0,,0,0,0,4,4.59,4.33,4.29,0
1108,1330,14,6,86,PROJECT,,0,0,0,78,AB,9,2,1,NULL,NULL,5.73,5.77,0
1108,1330,14,6,87,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,DD,4,4,1,59,CD,5,2,1,NULL,NULL,4.89,4.9,0
1108,1330,14,6,88,PHYSIOTHERAPY IN SPORTS & ALLIED THERAPEUTICS,BB,8,3,1,31,CC,6,1,1,NULL,NULL,4.96,4.91,0
1108,1256,14,5,89,CLINICAL TRAINING,,0,0,0,86,AA,10,4,1,NULL,NULL,8.03,8.13,0
1108,1330,14,6,90,CLINICAL TRAINING,,0,0,0,88,AA,10,4,1,NULL,NULL,8.25,7.83,0
1108,1546,30,7,449,EVIDENCE BASED PRACTICE,CD,5,3,1,0,,0,0,0,NULL,NULL,5.7,5.33,0
1108,1546,30,7,452,CLINICAL TRAINING,,0,0,0,85,AA,10,4,1,NULL,NULL,6.5,5.48,0
1108,1546,30,7,463,BIOENGINEERING,CC,6,3,1,0,,0,0,0,NULL,NULL,4.55,4.89,0
1108,1546,30,7,465,RESEARCH METHODOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,5.22,4.46,3
1108,1546,30,7,466,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",CD,5,4,1,0,,0,0,0,NULL,NULL,5.58,5.56,0
1108,1638,30,8,468,CONCEPTS OF PHYSICAL CHEMISTRY,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,0
1108,1638,30,8,470,BASIC GENETICS,CC,6,2,1,0,,0,0,0,NULL,NULL,6.45,6.45,0
1108,1638,30,8,473,CONCEPTS OF PHYSICS-I,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,0
1108,1638,30,8,474,CELL BIOLOGY-I,CD,5,2,1,0,,0,0,0,NULL,NULL,5.55,5.55,0
1108,1638,30,8,476,LABORATORY-II,,0,0,0,116,BB,8,6,1,NULL,NULL,8.45,8.45,0
1108,1638,30,8,576,BASIC MATHEMATICS FOR BIOLOGISTS,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,0
1141,984,1,2,1,FIRST AID & EMERGENCY NURSING,BC,7,1,1,31,CC,6,1,1,0,0,,,
1141,984,1,2,7,HUMAN PHYSIOLOGY I,AA,10,6,1,81,AA,10,1,1,0,0,,,
1141,1057,1,2,7,PSYCHOLOGY,AB,9,4,1,0,,NULL,0,0,0,0,,,
1141,984,1,2,8,HUMAN ANATOMY I,DD,4,6,1,67,BC,7,1,1,0,0,,,
1141,984,1,2,9,EXERCISE THERAPY I,DD,4,6,1,57,CD,5,3,1,0,0,,,
1141,984,1,2,10,FIRST AID & EMERGENCY NURSING,CC,6,1,1,37,BB,8,1,1,0,0,,,
1141,984,1,2,11,FIRST AID & EMERGENCY NURSING,CD,5,1,1,33,BC,7,1,1,0,0,,,
1141,934,1,1,13,HUMAN ANATOMY II,DD,4,6,1,52,DD,4,1,1,0,0,,,
1141,934,1,1,14,FIRST AID & EMERGENCY NURSING,CD,5,1,1,39,AB,9,1,1,0,0,,,
1141,934,1,1,15,EXERCISE THERAPY I,FF,0,6,1,54,DD,4,3,1,0,0,,,
1141,934,1,1,16,FUNDAMENTALS OF BIOMEDICAL PHYSICS,FF,0,5,1,42,AA,10,1,1,0,0,,,
1141,934,1,1,17,FIRST AID & EMERGENCY NURSING,CD,5,1,1,35,BB,8,1,1,0,0,,,
1141,934,1,1,18,HUMAN ANATOMY II,FF,0,6,1,50,DD,4,1,1,0,0,,,
1141,1022,7,3,27,GENERAL MEDICINE,CD,5,6,1,0,,NULL,0,0,0,0,,,
1141,1092,7,4,29,PATHOLOGY,BC,7,3,1,0,,NULL,0,0,0,0,,,
1141,1022,7,3,30,ELECTROTHERAPY I,BC,7,5,1,58,CD,5,3,1,0,0,,,
1141,1022,7,3,40,SOCIOLOGY,CC,6,3,1,0,,NULL,0,0,0,0,,,
1141,1022,7,3,41,EXERCISE THERAPY I,DD,4,6,1,55,CD,5,3,1,0,0,,,
1141,1022,7,3,42,BIOCHEMISTRY,AB,9,4,1,36,BB,8,1,1,7.93,7.85,,,
1141,1022,7,3,43,FUNDAMENTALS OF BIOMEDICAL PHYSICS,BB,8,5,1,29,CD,5,1,1,0,0,,,
1141,1092,7,4,44,FUNDAMENTALS OF BIOMEDICAL PHYSICS,FF,0,5,1,35,BB,8,1,1,0,0,,,
1141,1092,7,4,45,HUMAN ANATOMY II,CD,5,6,1,58,CD,5,1,1,0,0,,,
1141,1092,7,4,46,HUMAN PHYSIOLOGY II,CD,5,6,1,58,CD,5,1,1,0,0,,,
1141,1092,7,4,47,ENGLISH & COMMUNICATION SKILLS,DD,4,1,1,33,BC,7,1,1,2.12,2.13,,,
1141,1092,7,4,48,HUMAN PHYSIOLOGY I,FF,0,6,1,53,DD,4,1,1,0,0,,,
1141,1022,7,3,49,FUNDAMENTALS OF BIOMEDICAL PHYSICS,FF,0,5,1,27,DD,4,1,1,0,0,,,
1141,1092,7,4,50,BIOCHEMISTRY,DD,4,4,1,25,DD,4,1,1,3.84,4.26,,,
1141,1256,14,5,78,GENERAL SURGERY,CD,5,6,1,0,,0,0,0,NULL,NULL,5.55,5.04,0
1141,1256,14,5,79,CLINICAL TRAINING,,0,0,0,80,AA,10,4,1,NULL,NULL,3.31,4.06,0
1141,1256,14,5,80,PATHOLOGY,BC,7,3,1,0,,0,0,0,NULL,NULL,5.15,4.89,1
1141,1256,14,5,81,ELECTROTHERAPY I,BB,8,5,1,89,AA,10,3,1,NULL,NULL,9.03,8.83,0
1141,1256,14,5,82,ETHICS & ADMINISTRATION,BC,7,3,1,0,,0,0,0,NULL,NULL,6.21,5.54,0
1141,1256,14,5,83,GENERAL MEDICINE,DD,4,6,1,0,,0,0,0,NULL,NULL,5.55,5.31,0
1141,1330,14,6,84,PHARMACOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,3,3.55,2
1141,1330,14,6,85,BIOSTATISTICS,BB,8,3,1,0,,0,0,0,NULL,NULL,4.41,4.33,0
1141,1330,14,6,86,"PHYSIOTHERAPY IN MEDICAL, SURGICAL, OBSTETRICS & GYNAECOLOGY CONDITIONS",CC,6,4,1,76,AB,9,2,1,7.04,5.91,5.73,5.77,0
1141,1330,14,6,87,ERGONOMICS,BB,8,2,1,0,,0,0,0,NULL,NULL,5.73,5,0
1141,1330,14,6,88,CLINICAL TRAINING,,0,0,0,79,AB,9,6,1,NULL,NULL,4.96,4.91,0
1141,1256,14,5,89,RESEARCH METHODOLOGY,CD,5,3,1,0,,0,0,0,NULL,NULL,8.03,8.13,0
1141,1330,14,6,90,CLINICAL CARDIO RESPIRATORY CONDITIONS,BC,7,4,1,0,,0,0,0,7.32,7.7,7.52,7.77,0
1141,1546,30,7,449,CLINICAL CARDIO RESPIRATORY CONDITIONS,CD,5,4,1,0,,0,0,0,5.79,5.4,5.7,5.33,0
1141,1546,30,7,452,CLINICAL NEUROLOGY & PSYCHIATRY,DD,4,4,1,0,,0,0,0,NULL,NULL,6.5,5.48,0
1141,1546,30,7,463,CLINICAL CARDIO RESPIRATORY CONDITIONS,DD,4,4,1,0,,0,0,0,4.75,4.87,4.55,4.89,0
1141,1546,30,7,465,CLINICAL ORTHOPAEDICS,FF,0,7,1,0,,0,0,0,NULL,NULL,5.22,4.46,3
1141,1546,30,7,466,BIOENGINEERING,CD,5,3,1,0,,0,0,0,NULL,NULL,5.58,5.56,0
1141,1638,30,8,468,BASIC MATHEMATICS FOR BIOLOGISTS,AB,9,2,1,0,,0,0,0,NULL,NULL,0,0,0
1141,1638,30,8,470,CONCEPTS OF PHYSICS-I,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,0
1141,1638,30,8,473,BASIC MATHEMATICS FOR BIOLOGISTS,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,0
1141,1638,30,8,474,LABORATORY-II,,0,0,0,98,BB,8,6,1,NULL,NULL,5.55,5.55,0
1141,1638,30,8,476,FUNDAMENTALS OF BIOCHEMISTRY-I,BB,8,2,1,0,,0,0,0,NULL,NULL,8.45,8.45,0
1141,1638,30,8,576,ECOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,0,0,0
1142,984,1,2,1,HUMAN ANATOMY II,DD,4,6,1,66,BC,7,1,1,0,0,,,
1142,984,1,2,7,HUMAN ANATOMY I,BB,8,6,1,74,BB,8,1,1,0,0,,,
1142,984,1,2,8,SOCIOLOGY,BC,7,3,1,0,,NULL,0,0,0,0,,,
1142,984,1,2,9,PSYCHOLOGY,CD,5,4,1,0,,NULL,0,0,0,0,,,
1142,984,1,2,10,HUMAN ANATOMY II,DD,4,6,1,63,CC,6,1,1,0,0,,,
1142,984,1,2,11,BIOCHEMISTRY,DD,4,4,1,25,FF,0,1,1,3.54,4.37,,,
1142,934,1,1,13,BIOCHEMISTRY,FF,0,4,1,27,DD,4,1,1,3.15,4.09,,,
1142,934,1,1,14,FUNDAMENTALS OF BIOMEDICAL PHYSICS,BC,7,5,1,46,AA,10,1,1,0,0,,,
1142,934,1,1,15,SOCIOLOGY,DD,4,3,1,0,,NULL,0,0,0,0,,,
1142,934,1,1,16,HUMAN ANATOMY II,FF,0,6,1,62,CC,6,1,1,0,0,,,
1142,934,1,1,17,BIOCHEMISTRY,CC,6,4,1,36,BB,8,1,1,5.35,5.67,,,
1142,934,1,1,18,FIRST AID & EMERGENCY NURSING,CD,5,1,1,34,BC,7,1,1,0,0,,,
1142,1022,7,3,27,ENGLISH & COMMUNICATION SKILLS II,AA,10,1,1,43,AA,10,1,1,6.68,7.4,,,
1142,1092,7,4,29,CLINICAL TRAINING,,NULL,0,0,75,AB,9,4,1,0,0,,,
1142,1022,7,3,30,PHARMACOLOGY,CC,6,3,1,0,,NULL,0,0,0,0,,,
1142,1022,7,3,40,HUMAN PHYSIOLOGY I,BC,7,6,1,56,CD,5,1,1,0,0,,,
1142,1022,7,3,41,HUMAN ANATOMY I,FF,0,6,1,56,CD,5,1,1,0,0,,,
1142,1022,7,3,42,HUMAN ANATOMY I,FF,0,6,1,58,CD,5,1,1,0,0,,,
1142,1022,7,3,43,FUNDAMENTALS OF BIOMECHANICS,BB,8,5,1,40,AA,10,1,1,0,0,,,
1142,1092,7,4,44,FIRST AID & EMERGENCY NURSING,DD,4,1,1,31,CC,6,1,1,0,0,,,
1142,1092,7,4,45,FUNDAMENTALS OF BIOMECHANICS,DD,4,5,1,28,CD,5,1,1,0,0,,,
1142,1092,7,4,46,FIRST AID & EMERGENCY NURSING,CC,6,1,1,29,CD,5,1,1,0,0,,,
1142,1092,7,4,47,HUMAN ANATOMY I,FF,0,6,1,52,DD,4,1,1,0,0,,,
1142,1092,7,4,48,EXERCISE THERAPY I,DD,4,6,1,72,BB,8,3,1,0,0,,,
1142,1022,7,3,49,BIOCHEMISTRY,FF,0,4,1,17,FF,0,1,1,2.78,3.6,,,
1142,1092,7,4,50,HUMAN ANATOMY II,DD,4,6,1,53,DD,4,1,1,0,0,,,
1142,1256,14,5,78,ENGLISH & COMMUNICATION SKILLS II,BB,8,1,1,36,BB,8,1,1,6.25,5.35,5.55,5.04,0
1142,1256,14,5,79,BIOSTATISTICS,CC,6,3,1,0,,0,0,0,NULL,NULL,3.31,4.06,0
1142,1256,14,5,80,EXERCISE THERAPY II,DD,4,5,1,56,CD,5,3,1,NULL,NULL,5,4.93,0
1142,1256,14,5,81,EXERCISE THERAPY II,CC,6,5,1,77,AB,9,3,1,NULL,NULL,8.55,8.74,0
1142,1256,14,5,82,CLINICAL TRAINING,,0,0,0,79,AB,9,4,1,NULL,NULL,6.61,6.42,0
1142,1256,14,5,83,GENERAL SURGERY,CC,6,6,1,0,,0,0,0,NULL,NULL,5.55,5.31,0
1142,1330,14,6,84,COMPUTER APPLICATIONS,DD,4,1,1,31,CC,6,1,1,4.24,4.39,3,3.55,2
1142,1330,14,6,85,ETHICS & ADMINISTRATION,BC,7,3,1,0,,0,0,0,NULL,NULL,4.41,4.33,0
1142,1330,14,6,86,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,CC,6,4,1,70,BB,8,2,1,7.15,6.19,7,6.05,0
1142,1330,14,6,87,CLINICAL TRAINING,,0,0,0,64,CC,6,6,1,NULL,NULL,5.73,5,0
1142,1330,14,6,88,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,CD,5,4,1,57,CD,5,2,1,6.27,5.08,4.96,4.91,0
1142,1256,14,5,89,ELECTROTHERAPY II,CC,6,5,1,70,BB,8,2,1,7.06,7.91,8.03,8.13,0
1142,1330,14,6,90,EVIDENCE BASED PRACTICE,CC,6,3,1,0,,0,0,0,NULL,NULL,7.52,7.77,0
1142,1546,30,7,449,CLINICAL TRAINING,,0,0,0,65,BC,7,6,1,NULL,NULL,5.7,5.33,0
1142,1546,30,7,452,COMMUNITY MEDICINE,BB,8,3,1,0,,0,0,0,NULL,NULL,6.5,5.48,0
1142,1546,30,7,463,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",DD,4,4,1,0,,0,0,0,NULL,NULL,4.55,4.89,0
1142,1546,30,7,465,ELECTROTHERAPY II,FF,0,5,1,50,DD,4,2,NULL,1.33,4.33,5.22,4.46,2
1142,1546,30,7,466,CONCEPTS OF PHYSICAL CHEMISTRY,AA,10,2,1,0,,0,0,0,NULL,NULL,0,0,0
1142,1638,30,8,468,FUNDAMENTALS OF MICROBIOLOGY-I,BB,8,2,1,0,,0,0,0,8.68,8.66,8.64,8.64,0
1142,1638,30,8,470,ECOLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,0,0,0
1142,1638,30,8,473,CONCEPTS OF PHYSICAL CHEMISTRY,CC,6,2,1,0,,0,0,0,NULL,NULL,0,0,0
1142,1638,30,8,474,BASIC MATHEMATICS FOR BIOLOGISTS,AB,9,2,1,0,,0,0,0,NULL,NULL,0,0,0
1142,1638,30,8,476,ENGLISH LANGUAGE AND LITERATURE,BC,7,1,1,32,BC,7,1,1,NULL,NULL,8.45,8.45,0
1142,1638,30,8,576,LABORATORY-I,,0,0,0,117,AB,9,6,1,NULL,NULL,0,0,0
1143,984,1,2,1,HUMAN PHYSIOLOGY II,BB,8,6,1,56,CD,5,1,1,0,0,,,
1143,984,1,2,7,SOCIOLOGY,BB,8,3,1,0,,NULL,0,0,0,0,,,
1143,984,1,2,8,HUMAN PHYSIOLOGY I,AA,10,6,1,66,BC,7,1,1,0,0,,,
1143,984,1,2,9,BIOCHEMISTRY,DD,4,4,1,33,BC,7,1,1,5.78,5.54,,,
1143,984,1,2,10,HUMAN PHYSIOLOGY II,BB,8,6,1,71,BB,8,1,1,0,0,,,
1143,984,1,2,11,HUMAN ANATOMY II,FF,0,6,1,54,DD,4,1,1,0,0,,,
1143,934,1,1,13,FUNDAMENTALS OF BIOMEDICAL PHYSICS,CC,6,5,1,43,AA,10,1,1,0,0,,,
1143,934,1,1,14,BIOCHEMISTRY,CD,5,4,1,33,BC,7,1,1,6.15,6.42,,,
1143,934,1,1,15,HUMAN PHYSIOLOGY II,CD,5,6,1,61,CC,6,1,1,0,0,,,
1143,934,1,1,16,HUMAN ANATOMY II,DD,4,6,1,62,CC,6,1,1,0,0,,,
1143,934,1,1,17,FIRST AID & EMERGENCY NURSING,FF,0,1,1,35,BB,8,1,1,0,0,,,
1143,934,1,1,18,SOCIOLOGY,DD,4,3,1,0,,NULL,0,0,0,0,,,
1143,1022,7,3,27,GENERAL SURGERY,CC,6,6,1,0,,NULL,0,0,0,0,,,
1143,1092,7,4,29,GENERAL SURGERY,CC,6,6,1,0,,NULL,0,0,0,0,,,
1143,1022,7,3,30,PATHOLOGY,BC,7,3,1,0,,NULL,0,0,0,0,,,
1143,1022,7,3,40,PSYCHOLOGY,AA,10,4,1,0,,NULL,0,0,0,0,,,
1143,1022,7,3,41,PSYCHOLOGY,BC,7,4,1,0,,NULL,0,0,0,0,,,
1143,1022,7,3,42,HUMAN PHYSIOLOGY I,DD,4,6,1,57,CD,5,1,1,0,0,,,
1143,1022,7,3,43,ENGLISH & COMMUNICATION SKILLS,BC,7,1,1,38,AB,9,1,1,7.78,7.78,,,
1143,1092,7,4,44,FUNDAMENTALS OF BIOMECHANICS,DD,4,5,1,27,DD,4,1,1,0,0,,,
1143,1092,7,4,45,FUNDAMENTALS OF BIOMEDICAL PHYSICS,DD,4,5,1,25,DD,4,1,1,0,0,,,
1143,1092,7,4,46,BIOCHEMISTRY,DD,4,4,1,25,DD,4,1,1,3.09,3.83,,,
1143,1092,7,4,47,PSYCHOLOGY,DD,4,4,1,0,,NULL,0,0,0,0,,,
1143,1092,7,4,48,HUMAN PHYSIOLOGY I,BC,7,6,1,53,DD,4,1,1,0,0,,,
1143,1022,7,3,49,HUMAN ANATOMY II,DD,4,6,1,53,DD,4,1,1,0,0,,,
1143,1092,7,4,50,FUNDAMENTALS OF BIOMEDICAL PHYSICS,FF,0,5,1,38,AB,9,1,1,0,0,,,
1143,1256,14,5,78,BIOSTATISTICS,AA,10,3,1,0,,0,0,0,NULL,NULL,5.55,5.04,0
1143,1256,14,5,79,GENERAL MEDICINE,DD,4,6,1,0,,0,0,0,NULL,NULL,3.31,4.06,0
1143,1256,14,5,80,ETHICS & ADMINISTRATION,CC,6,3,1,0,,0,0,0,NULL,NULL,5,4.93,0
1143,1256,14,5,81,CLINICAL TRAINING,,0,0,0,90,AA,10,4,1,NULL,NULL,8.55,8.74,0
1143,1256,14,5,82,PATHOLOGY,CC,6,3,1,0,,0,0,0,NULL,NULL,6.61,6.42,0
1143,1256,14,5,83,ETHICS & ADMINISTRATION,BB,8,3,1,0,,0,0,0,NULL,NULL,5.55,5.31,0
1143,1330,14,6,84,MICROBIOLOGY,FF,0,3,1,0,,0,0,0,NULL,NULL,3,3.55,2
1143,1330,14,6,85,GENERAL MEDICINE,DD,4,6,1,0,,0,0,0,NULL,NULL,4.41,4.33,0
1143,1330,14,6,86,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,DD,4,4,1,58,CD,5,2,1,NULL,NULL,7,6.05,0
1143,1330,14,6,87,PREVENTIVE & COMMUNITY PHYSIOTHERAPY,CD,5,4,1,36,BB,8,1,1,NULL,NULL,5.73,5,0
1143,1330,14,6,88,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,DD,4,4,1,57,CD,5,2,1,NULL,NULL,4.96,4.91,0
1143,1256,14,5,89,CLINICAL ORTHOPAEDICS,BB,8,7,1,0,,0,0,0,NULL,NULL,8.03,8.13,0
1143,1330,14,6,90,"CLINICAL OBSTRETICS, GYNAECOLOGY & PAEDIATRICS",CC,6,4,1,0,,0,0,0,NULL,NULL,7.52,7.77,0
1143,1546,30,7,449,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,CC,6,5,1,69,BC,7,3,1,NULL,NULL,5.7,5.33,0
1143,1546,30,7,452,RESEARCH METHODOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,6.5,5.48,0
1143,1546,30,7,463,CLINICAL TRAINING,,0,0,0,55,CD,5,6,1,NULL,NULL,4.55,4.89,0
1143,1546,30,7,465,CLINICAL TRAINING,,0,0,0,45,FF,0,6,1,NULL,NULL,1.33,4.33,5
1143,1546,30,7,466,ECOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,0,0,0
1143,1638,30,8,468,CELL BIOLOGY-I,AB,9,2,1,0,,0,0,0,NULL,NULL,8.64,8.64,0
1143,1638,30,8,470,LIBERAL ARTS - ARTS AND CRAFT,,0,0,0,86,AA,10,2,1,6,6,0,0,0
1143,1638,30,8,473,ECOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,0,0,0
1143,1638,30,8,474,ECOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,0,0,0
1143,1638,30,8,476,FUNDAMENTALS OF MICROBIOLOGY-I,BB,8,2,1,0,,0,0,0,8.18,8.32,8.45,8.45,0
1143,1638,30,8,576,LIBERAL ARTS - SCULPTING,,0,0,0,72,BB,8,2,1,9.18,9.18,0,0,0
1145,984,1,2,1,FUNDAMENTALS OF BIOMECHANICS,CC,6,5,1,40,AA,10,1,1,0,0,,,
1145,984,1,2,7,BIOCHEMISTRY,CC,6,4,1,48,AA,10,1,1,8.54,8.86,,,
1145,984,1,2,8,FIRST AID & EMERGENCY NURSING,CD,5,1,1,29,CD,5,1,1,0,0,,,
1145,984,1,2,9,FIRST AID & EMERGENCY NURSING,FF,0,1,1,33,BC,7,1,1,0,0,,,
1145,984,1,2,10,FUNDAMENTALS OF BIOMEDICAL PHYSICS,CD,5,5,1,36,BB,8,1,1,0,0,,,
1145,1057,1,2,10,BIOCHEMISTRY,DD,4,4,1,31,CC,6,1,1,6,5.43,,,
1145,984,1,2,11,HUMAN PHYSIOLOGY II,BC,7,6,1,67,BC,7,1,1,0,0,,,
1145,934,1,1,13,FIRST AID & EMERGENCY NURSING,CC,6,1,1,27,DD,4,1,1,0,0,,,
1145,934,1,1,14,HUMAN ANATOMY II,CD,5,6,1,59,CD,5,1,1,0,0,,,
1145,934,1,1,15,FIRST AID & EMERGENCY NURSING,CD,5,1,1,31,CC,6,1,1,0,0,,,
1145,934,1,1,16,HUMAN PHYSIOLOGY II,CD,5,6,1,73,BB,8,1,1,0,0,,,
1145,934,1,1,17,HUMAN ANATOMY II,FF,0,6,1,52,DD,4,1,1,0,0,,,
1145,934,1,1,18,EXERCISE THERAPY I,DD,4,6,1,50,DD,4,3,1,0,0,,,
1145,1022,7,3,27,BIOSTATISTICS,AB,9,3,1,0,,NULL,0,0,0,0,,,
1145,1092,7,4,29,EXERCISE THERAPY II,CD,5,5,1,50,DD,4,3,1,0,0,,,
1145,1022,7,3,30,KINESIOLOGY,BB,8,5,1,41,AA,10,1,1,0,0,,,
1145,1022,7,3,40,HUMAN ANATOMY II,BC,7,6,1,69,BC,7,1,1,0,0,,,
1145,1022,7,3,41,ENGLISH & COMMUNICATION SKILLS,CC,6,1,1,36,BB,8,1,1,4.15,4.16,,,
1145,1022,7,3,42,SOCIOLOGY,DD,4,3,1,0,,NULL,0,0,0,0,,,
1145,1022,7,3,43,HUMAN ANATOMY I,BC,7,6,1,79,AB,9,1,1,0,0,,,
1145,1092,7,4,44,EXERCISE THERAPY I,BC,7,6,1,60,CC,6,3,1,0,0,,,
1145,1092,7,4,45,SOCIOLOGY,CD,5,3,1,0,,NULL,0,0,0,0,,,
1145,1092,7,4,46,FUNDAMENTALS OF BIOMEDICAL PHYSICS,FF,0,5,1,26,DD,4,1,1,0,0,,,
1145,1092,7,4,47,EXERCISE THERAPY I,FF,0,6,1,58,CD,5,3,1,0,0,,,
1145,1092,7,4,48,HUMAN ANATOMY I,FF,0,6,1,60,CC,6,1,1,0,0,,,
1145,1022,7,3,49,PSYCHOLOGY,DD,4,4,1,0,,NULL,0,0,0,0,,,
1145,1092,7,4,50,FUNDAMENTALS OF BIOMECHANICS,DD,4,5,1,26,DD,4,1,1,0,0,,,
1145,1256,14,5,78,ETHICS & ADMINISTRATION,BC,7,3,1,0,,0,0,0,NULL,NULL,5.55,5.04,0
1145,1256,14,5,79,EXERCISE THERAPY II,DD,4,5,1,52,DD,4,3,1,NULL,NULL,3.31,4.06,0
1145,1256,14,5,80,GENERAL MEDICINE,DD,4,6,1,0,,0,0,0,NULL,NULL,5,4.93,0
1145,1256,14,5,81,GENERAL SURGERY,AB,9,6,1,0,,0,0,0,NULL,NULL,8.55,8.74,0
1145,1256,14,5,82,PHARMACOLOGY,DD,4,3,1,0,,0,0,0,NULL,NULL,6.61,6.42,0
1145,1256,14,5,83,ENGLISH & COMMUNICATION SKILLS II,BB,8,1,1,43,AA,10,1,1,6.34,5.57,5.55,5.31,0
1145,1330,14,6,84,KINESIOLOGY,DD,4,5,1,28,CD,5,1,1,NULL,NULL,3,3.55,2
1145,1330,14,6,85,ENGLISH & COMMUNICATION SKILLS II,BC,7,1,1,36,BB,8,1,1,5.97,4.94,4.41,4.33,0
1145,1330,14,6,86,PHYSIOTHERAPY IN GERIATRIC & HAND CONDITIONS,BC,7,3,1,34,BC,7,1,1,NULL,NULL,7,6.05,0
1145,1330,14,6,87,PHYSIOTHERAPY IN CARDIORESPIRATORY CONDITIONS,DD,4,4,1,63,CC,6,2,1,NULL,NULL,5.73,5,0
1145,1330,14,6,88,PHYSIOTHERAPY IN GERIATRIC & HAND CONDITIONS,CC,6,3,1,29,CD,5,1,1,NULL,NULL,4.96,4.91,0
1145,1256,14,5,89,CLINICAL NEUROLOGY & PSYCHIATRY,BB,8,4,1,0,,0,0,0,NULL,NULL,8.03,8.13,0
1145,1330,14,6,90,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,CC,6,5,1,78,AB,9,3,1,NULL,NULL,7.52,7.77,0
1145,1546,30,7,449,BIOENGINEERING,CC,6,3,1,0,,0,0,0,NULL,NULL,5.7,5.33,0
1145,1546,30,7,452,ELECTROTHERAPY II,DD,4,5,1,62,CC,6,2,1,5.33,5.45,6.5,5.48,0
1145,1546,30,7,463,ADVANCED PHYSICAL & FUNCTIONAL DIAGNOSIS,DD,4,5,1,64,CC,6,3,1,NULL,NULL,4.55,4.89,0
1145,1546,30,7,465,CLINICAL CARDIO RESPIRATORY CONDITIONS,FF,0,4,1,0,,0,0,0,2.32,4.03,1.33,4.33,5
1145,1546,30,7,466,BASIC MATHEMATICS FOR BIOLOGISTS,AA,10,2,1,0,,0,0,0,NULL,NULL,0,0,0
1145,1638,30,8,468,BASIC GENETICS,AB,9,2,1,0,,0,0,0,NULL,NULL,8.64,8.64,0
1145,1638,30,8,470,ANIMAL SCIENCES,CD,5,4,1,0,,0,0,0,NULL,NULL,0,0,0
1145,1638,30,8,473,CONCEPTS OF INORGANIC CHEMISTRY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.09,8.09,0
1145,1638,30,8,474,ANIMAL SCIENCES,CC,6,4,1,0,,0,0,0,NULL,NULL,0,0,0
1145,1638,30,8,476,CELL BIOLOGY-I,BC,7,2,1,0,,0,0,0,NULL,NULL,8.45,8.45,0
1145,1638,30,8,576,CONCEPTS OF PHYSICAL CHEMISTRY,AA,10,2,1,0,,0,0,0,NULL,NULL,0,0,0
1146,984,1,2,1,BIOCHEMISTRY,DD,4,4,1,35,BB,8,1,1,5.72,6.31,,,
1146,984,1,2,7,HUMAN PHYSIOLOGY II,AA,10,6,1,78,AB,9,1,1,0,0,,,
1146,984,1,2,8,HUMAN ANATOMY II,DD,4,6,1,61,CC,6,1,1,0,0,,,
1146,984,1,2,9,FUNDAMENTALS OF BIOMEDICAL PHYSICS,CD,5,5,1,48,AA,10,1,1,0,0,,,
1146,984,1,2,10,HUMAN ANATOMY I,FF,0,6,1,53,DD,4,1,1,0,0,,,
1146,984,1,2,11,FUNDAMENTALS OF BIOMECHANICS,CD,5,5,1,32,CC,6,1,1,0,0,,,
1146,934,1,1,13,HUMAN ANATOMY I,FF,0,6,1,55,CD,5,1,1,0,0,,,
1146,934,1,1,14,HUMAN PHYSIOLOGY II,BC,7,6,1,60,CC,6,1,1,0,0,,,
1146,934,1,1,15,FUNDAMENTALS OF BIOMECHANICS,DD,4,5,1,28,CD,5,1,1,0,0,,,
