id,sgpa1,sgpa2,sgpa3,sgpa4,cgpa,active_backlogs,total_backlogs,10th_mark,12th_mark,stress_level,studytime,part_timejob,math,dsa,networks,os,attendance,career_preference
1003,5.74,5.22,6.61,5.38,5.74,2,2,85.86,51.85,medium,2,no,44,62,42,47,95.98,none
1004,8.88,7.28,7.29,8.02,7.87,0,0,37.93,67.58,low,9,no,56,43,56,36,69.74,job
1005,5.77,3.82,7.48,8.91,6.5,2,2,45.84,82.25,medium,6,no,78,100,40,71,64.88,higher study
1006,7.56,7,6.17,6.76,6.87,1,1,69.96,39.35,low,0,yes,60,36,64,54,93.42,job
1007,8.93,6.95,8.86,9.25,8.5,0,0,96.46,52.89,low,2,yes,89,64,93,84,96.66,higher study
1008,4.28,4.56,6.39,9.88,6.28,0,0,38.02,95.08,low,4,yes,92,60,94,57,68.59,none
1009,8.27,8.32,8.09,7.46,8.04,3,3,35.9,61.76,low,10,yes,73,60,59,78,88.86,higher study
1010,6.49,6.16,7.52,7.5,6.92,0,0,43.5,95.9,medium,13,yes,51,42,87,77,83.64,higher study
1011,7.43,6.04,6.08,6.72,6.57,2,2,75.96,99.42,medium,3,yes,84,39,64,80,69.57,higher study
1012,9.9,8.39,8.77,7.77,8.71,0,0,59.74,68.29,medium,2,yes,94,39,74,90,92.95,higher study
1013,5.23,7.43,8.56,7.33,7.14,0,0,88.31,52.31,medium,5,no,56,59,61,52,78.82,job
1014,8.15,6.39,7.57,7.34,7.36,0,0,37.83,85.98,medium,11,no,69,76,39,67,88.01,none
1015,6.74,6.71,6.69,9.44,7.4,0,0,46.17,43.68,high,5,no,71,52,67,36,72.06,none
1016,4.18,8.8,6.36,7.09,6.61,4,4,53.11,49.89,low,3,no,89,49,42,72,92.63,higher study
1017,7.92,8.58,7.09,4.35,6.98,0,0,74.99,85.59,low,8,yes,72,56,45,93,70.57,none
1018,8,8.13,5.09,6.05,6.82,0,0,78.91,62.06,high,10,yes,61,62,49,43,74.59,job
1019,3.98,7.45,6.77,7.57,6.44,0,0,41.33,46.51,high,5,yes,54,71,64,73,75.66,higher study
1020,6.49,4.12,7.52,9.27,6.85,0,0,96.24,76.63,medium,14,yes,95,92,66,35,68.26,none
1021,7.7,7.56,8.9,7.01,7.79,0,0,55.86,82.1,medium,8,no,56,81,40,78,94.97,none
1022,8.31,8.93,4.14,4.57,6.49,0,1,80.79,41.39,low,12,no,54,53,36,60,64.54,higher study
1023,3.96,9.36,7.72,9.59,7.66,0,0,68.13,51.56,medium,10,no,49,54,53,86,82.53,job
1024,9.08,8.9,8.67,6,8.16,0,3,47.93,47.83,low,9,no,95,61,38,42,92.57,higher study
1025,4.36,5.37,7.95,6.92,6.15,0,0,89.7,58.46,medium,9,yes,98,83,100,34,83.24,higher study
1026,7.5,6.65,7.43,6.84,7.1,0,0,87.82,84.15,medium,1,yes,38,66,71,66,73.08,none
1027,4.57,8.43,8.56,7.18,7.18,1,1,59.54,80.82,low,14,no,79,73,89,71,91.25,none
1028,5.58,6.59,7.41,6.4,6.49,1,1,72.44,77.39,high,5,no,97,87,56,90,79.97,higher study
1029,6.04,6.64,9.2,7.52,7.35,0,0,50.28,33.43,high,13,no,74,43,35,66,66.52,higher study
1030,3.8,8.03,8.61,8.08,7.13,0,0,79.22,42.53,medium,3,no,77,67,54,81,72.67,none
1031,6.03,7.22,6.87,7.89,7,0,3,53.71,47.97,high,1,no,48,69,47,36,83.68,higher study
1032,7.07,8.79,6.39,8.41,7.66,0,0,89.55,51.23,medium,4,no,84,40,95,65,86.35,job
1033,8.78,6.27,8.57,7.36,7.74,0,2,47.57,42.82,high,13,yes,87,49,44,54,81.93,higher study
1034,6.69,7.53,3.63,7.56,6.35,1,1,34,60.5,high,14,yes,75,84,37,50,70.88,job
1035,7.9,8.76,7.76,8.43,8.21,0,0,51,38.05,low,2,no,79,94,80,75,83.75,higher study
1036,6.67,8.71,8.67,7.28,7.83,1,1,45.81,83.25,high,5,yes,58,64,53,45,73.3,higher study
1037,6.97,6.47,8.81,8.1,7.59,0,0,67.06,85.78,medium,10,yes,100,65,85,78,69,higher study
1038,8.54,9.64,3.53,7.3,7.25,0,0,46.66,71.48,low,14,yes,68,78,49,69,97.82,none
1039,8.19,7.1,6.16,7.25,7.18,4,6,84.14,39.02,high,13,no,55,60,78,84,72.59,none
1040,6.29,4.16,7.5,4.51,5.62,0,0,49.18,92.64,low,7,yes,42,55,41,40,73.42,none
1041,7.29,7.86,7.12,8.28,7.64,0,0,80.37,97.7,high,3,yes,57,48,95,66,95.87,none
1042,6.09,6.48,7.88,6.52,6.74,0,0,71.76,46.57,medium,11,yes,56,41,54,81,65.71,none
1043,7.44,8.9,9.55,9.14,8.76,0,0,99.08,80.21,medium,3,yes,94,41,97,99,83.38,none
1044,7.99,8.74,8.38,5.28,7.6,0,0,99.99,89.41,low,4,yes,70,49,63,66,91.35,higher study
1045,5.34,6.5,6.84,7.02,6.42,0,0,91.26,69.17,high,5,yes,78,81,69,60,70.95,job
1046,6.36,6.36,7.67,6.67,6.76,0,0,83.92,54.67,high,10,yes,48,67,38,80,93.76,none
1047,6.87,6.26,8.13,7.08,7.08,0,0,58.9,65.07,low,6,no,90,90,71,99,90.79,none
1048,7.19,8.73,6.4,6.69,7.25,2,2,83.47,67.33,low,5,yes,47,38,52,76,79.44,higher study
1049,4.83,6.58,9.45,9.26,7.53,0,0,97.1,59.85,medium,6,yes,85,77,60,52,64.75,none
1050,8.76,7.25,8.44,7.74,8.05,0,0,34.58,95.3,low,8,yes,69,70,46,43,98.8,higher study
1051,4.22,7.35,3.56,5.79,5.23,0,0,69.04,82.84,high,3,no,60,61,42,55,84.97,none
1052,8.98,5.7,7.82,8.39,7.72,0,0,47.61,49.17,low,9,yes,50,71,50,99,80.68,job
1053,4.73,7.8,8.85,9.55,7.73,0,4,70.38,72.24,medium,14,no,74,79,77,35,95.42,none
1054,6.13,6.22,7.02,8.36,6.93,0,3,64.26,79.15,low,0,yes,37,59,78,51,76.85,none
1055,9.39,6.68,6.32,7.09,7.37,0,0,71.58,42.4,high,14,no,36,86,75,52,82.55,higher study
1056,8.28,8.79,9.88,8.97,8.98,0,5,69.92,57.02,low,8,no,52,96,84,63,94.34,none
1057,7.12,8.73,3.52,7.78,6.79,0,0,97.33,93.67,low,6,no,74,96,91,39,75.72,higher study
1058,7.18,8.34,7.52,7.2,7.56,3,3,70,71,low,3,yes,73,71,91,60,90.9,job
1059,8.26,6.06,6.26,5.17,6.44,0,0,89.7,47.55,medium,9,no,91,48,63,48,70.25,none
1060,8.76,6.98,8.91,8.51,8.29,0,2,54.43,41.24,medium,7,yes,72,42,38,64,88.09,higher study
1061,4.25,5.73,3.78,8.19,5.49,0,0,62.36,67.73,medium,11,yes,40,55,41,77,80.42,job
1062,9.1,3.99,4.1,8.25,6.36,0,0,64.52,69.7,medium,6,yes,69,89,70,43,66.6,job
1063,8.85,7.88,6.12,6.59,7.36,2,3,51.68,55.41,high,11,no,53,70,80,54,65.44,higher study
1064,7.73,6.83,8.26,9.24,8.02,0,0,58.45,75.24,high,1,yes,62,90,78,80,78.31,higher study
1065,7.07,8.73,7.58,7.4,7.7,1,1,73.1,37.61,medium,0,no,99,93,38,88,88.43,none
1066,8.36,7.9,7.11,8.59,7.99,0,0,71.88,42.73,medium,8,yes,80,45,96,69,84.13,job
1067,6.75,6.22,6.2,7.51,6.67,0,0,75.64,69.6,medium,6,yes,56,40,80,91,94.19,job
1068,7.69,8.73,7.87,8.05,8.09,3,3,56.58,37.15,low,13,yes,39,99,58,52,75.59,higher study
1069,7.08,5.03,7.76,4.68,6.14,0,0,54.17,92.02,high,9,yes,51,74,83,97,93.75,job
1070,7.97,8.87,6.84,7.76,7.86,1,1,73.98,42.53,low,0,yes,86,57,78,43,61.48,higher study
1071,6.72,6.23,4.05,8.53,6.38,0,0,41.91,78.16,medium,12,yes,55,58,63,82,74.63,none
1072,6.57,7.6,8.73,5.45,7.09,0,0,49.96,59.22,high,3,yes,68,95,81,87,62.92,higher study
1073,8.75,6.91,6.91,6.85,7.36,0,0,35.83,59.79,medium,14,no,42,77,84,94,96.77,none
1074,6.31,7.18,7.35,7.73,7.14,0,0,37.87,84.25,low,4,yes,64,35,88,92,79.01,higher study
1075,9.02,9.9,7.63,9.68,9.06,0,0,49.31,66.47,high,4,yes,76,75,88,35,72.65,none
1076,7.52,6.54,6.3,6.37,6.68,0,0,34.32,81.62,low,13,no,50,66,79,41,79.7,job
1077,6.66,7.73,8.8,5.1,7.07,0,3,49.45,66.85,high,13,no,84,50,64,52,81.31,higher study
1078,6.12,8.87,7.12,8.07,7.54,0,0,76.89,72.73,medium,13,no,99,96,67,47,93.85,higher study
1079,6.11,7.51,6.24,3.65,5.88,0,0,37.1,83.97,high,4,yes,57,55,66,55,81.7,higher study
1080,4.99,6.25,7.16,3.74,5.54,2,3,62.27,73.69,low,10,no,48,34,89,50,77.26,none
1081,6.53,7.86,7.8,8.2,7.6,0,0,94.18,74.25,low,2,yes,61,87,91,96,98.45,higher study
1082,8.6,7.02,7.54,6.13,7.32,0,0,86.02,85.88,low,4,no,36,47,90,59,98.74,higher study
1083,6.85,3.72,8.08,8.03,6.67,0,0,53.47,96.59,low,3,yes,62,86,50,69,61.54,job
1084,4.58,8.57,6.17,7.24,6.64,2,2,94.96,58.25,medium,14,no,85,39,44,78,88.27,higher study
1085,3.91,7.3,6.85,6.37,6.11,0,2,55.09,71.67,low,4,yes,87,97,50,63,74.87,higher study
1086,8.85,6.58,8.46,7.26,7.79,0,0,37.87,38.79,medium,6,yes,91,66,43,54,87.01,higher study
1087,7.74,6.57,6.24,6.58,6.78,0,0,99.6,57.05,high,4,yes,78,77,59,53,85.48,higher study
1088,7.31,8.31,9.1,9.49,8.55,0,1,91.29,60.61,low,13,no,83,67,39,75,73.2,job
1089,9.66,6.8,8.57,7.25,8.07,0,0,64.22,88.96,high,14,no,55,67,49,89,99.47,higher study
1090,7.74,8.3,6.28,7.15,7.37,4,4,77.65,67.4,high,13,no,85,57,37,45,74.28,higher study
1091,3.79,6.62,8.5,8.22,6.78,0,0,77.98,81.98,medium,13,no,86,35,95,41,85.28,job
1092,7.55,6.97,7.08,8.32,7.48,0,0,46.04,34.28,low,7,no,64,41,97,96,92.54,none
1093,8.28,4.48,7.84,7.82,7.1,4,4,46.41,64.13,medium,7,yes,81,58,89,89,65.82,none
1094,6.85,7.4,6.46,6.07,6.7,0,0,64.47,93.39,low,2,no,64,65,56,40,72.02,job
1095,7.06,8.83,6.2,3.59,6.42,1,1,94.08,48.04,high,4,yes,37,89,66,95,67.96,job
1096,8.68,8.8,5.97,9.77,8.3,3,3,33.68,35.12,medium,11,yes,68,40,64,94,91.27,none
1097,8.84,5.28,6.65,8.79,7.39,0,0,85.43,62.04,low,3,yes,100,81,40,43,92.05,higher study
1098,8.68,6.62,6.38,8.06,7.44,0,0,36.86,80.2,high,13,yes,97,87,38,83,70.24,none
1099,7.26,7.07,4.27,6.1,6.18,0,0,65.05,63.45,medium,13,no,42,96,70,53,60.17,higher study
1100,8.34,6.45,6.94,8.46,7.55,0,0,75.74,63.82,medium,4,no,79,35,34,61,76.93,job
1101,7.43,7.53,7.54,6.6,7.28,1,3,79.02,77.88,medium,7,no,89,68,78,47,87.49,job
1102,9.6,7.38,7.77,7.74,8.12,1,1,36.93,50.05,medium,3,no,89,55,80,41,84.9,job
1103,4.87,8.7,8.37,7.4,7.33,0,0,61.05,83.38,high,4,no,59,97,63,40,77.83,none
1104,5.76,8.79,7.97,7.26,7.44,0,0,72.12,43.27,high,6,no,93,92,93,38,72.08,job
1105,9.16,7.15,7.83,8.67,8.2,0,0,37.43,59.52,high,2,yes,81,82,57,34,78.98,none
1106,7.49,7.48,7.24,7.31,7.38,0,0,42.06,76.96,high,12,no,91,85,64,43,60.6,higher study
1107,6.61,8.69,7.42,6.23,7.24,0,0,77.47,88.5,low,5,yes,96,54,61,91,62.95,higher study
1108,7.77,8.42,3.82,4.64,6.16,2,2,67.95,86.03,high,8,yes,91,45,78,98,66.51,higher study
1109,6.56,6.01,7.24,9.95,7.44,0,5,43.85,81.36,medium,10,yes,36,44,37,93,85.02,job
1110,6.99,9.16,8.53,8.84,8.38,1,1,68.87,57.07,medium,3,yes,40,87,94,53,68.75,higher study
1111,4.36,9.38,4.86,8.76,6.84,0,0,94.15,41.2,medium,3,no,85,47,72,91,76.94,job
1112,8.57,5.15,6.69,8.05,7.12,0,0,34.05,47.54,medium,5,no,95,66,57,76,84.86,none
1113,6.62,6.96,6.02,7.4,6.75,0,0,76.06,90.95,low,5,yes,35,59,79,62,93.22,job
1114,6.21,7.27,7.95,6.28,6.93,2,2,37.94,90.44,medium,2,no,66,47,86,35,81.99,higher study
1115,6.21,6.69,6.61,8.37,6.97,0,0,33.44,96.76,medium,13,yes,45,81,81,59,67.09,job
1116,8.82,6.6,8.67,6.23,7.58,0,0,43.1,38.1,medium,0,yes,81,98,42,92,98.07,job
1117,7.52,6.11,8.58,6.21,7.1,0,0,61.34,68.97,high,2,yes,86,79,55,34,63.6,none
1118,5.33,7.93,9.26,7.61,7.53,0,0,86.76,76.47,high,7,yes,74,88,35,64,74.68,job
1119,7.23,6.79,5.64,9.12,7.2,0,0,51.89,80.62,low,7,no,91,45,49,71,96.85,higher study
1120,8.43,6.16,5.2,6.48,6.57,0,0,74.92,76.14,low,5,yes,56,87,38,55,84.09,job
1121,5.15,6.69,4.24,6.02,5.52,0,0,60.55,84.59,low,6,no,69,97,45,99,86.51,job
1122,9.23,5.06,6.23,7.27,6.95,0,0,48.71,57.09,medium,1,yes,54,80,85,80,72.07,higher study
1123,5.83,8.41,6.32,6.41,6.74,0,0,67.46,45.03,low,8,no,88,70,59,34,63.14,job
1124,5.55,8.55,4.9,6.48,6.37,1,5,86.43,46.72,high,2,no,89,74,48,83,74.63,none
1125,8.51,4.21,7.49,6.23,6.61,0,0,88.78,33.81,high,1,no,46,60,100,69,76.09,higher study
1126,7,7.45,9.75,6.62,7.7,0,0,89.72,56.48,high,4,yes,55,75,92,78,70.81,higher study
1127,8.08,7.25,7.83,8.15,7.83,0,2,55.69,39.16,medium,0,yes,40,62,72,69,68.62,job
1128,8.31,8.93,6.82,8.43,8.12,0,0,86.16,54.55,medium,4,no,57,69,96,67,74.22,none
1129,7.96,6.6,8.15,7.36,7.52,0,5,47.22,75.09,low,9,no,94,90,58,42,85.58,none
1130,6.45,4.45,9.09,7.52,6.88,1,1,82.48,92.93,low,3,yes,38,45,74,37,97.96,higher study
1131,8.63,6.65,7.78,6.1,7.29,0,0,96.54,89.26,low,11,no,83,78,61,96,88.15,higher study
1132,7.62,6.88,6.97,6.21,6.92,0,0,33.93,49.94,low,5,no,95,53,54,37,91.18,job
1133,6.85,6.52,6.08,6.77,6.56,0,0,62.51,41.99,medium,11,no,88,78,94,38,72.24,higher study
1134,7.28,7.14,8.25,7.63,7.58,0,0,76.4,45.94,high,4,yes,59,56,90,43,64.19,none
1135,6.11,9.14,6.64,8.22,7.53,5,5,80.02,98.06,medium,8,yes,43,95,44,77,71.66,job
1136,6.38,8.73,8.5,9.33,8.24,3,3,44.81,69.82,low,4,yes,44,67,52,73,76.11,job
1137,4.92,7.85,7.26,5.56,6.4,0,0,98.14,45.24,medium,12,yes,73,54,34,69,87.6,none
1138,8.3,7.24,7.73,7.82,7.77,0,0,74.23,89.33,high,7,yes,44,84,65,68,97.57,none
1139,6,8.8,8.62,4.28,6.93,1,3,44.02,59.48,medium,11,yes,37,42,67,92,92.37,higher study
1140,7.25,3.76,8.59,7.18,6.7,0,1,34.38,93.25,high,12,no,35,43,50,98,70.66,none
1141,5.14,6.15,7.11,9.32,6.93,0,4,85.48,50.47,low,1,no,72,85,88,64,92.81,job
1142,7.57,6.63,6.63,6.35,6.8,3,3,38.35,59.35,medium,2,no,56,78,52,79,76.47,job
1143,6.16,7.7,9.32,8.34,7.88,0,0,42.46,66.84,low,2,no,78,85,75,82,67.02,none
1144,8.92,7.85,8.33,7.09,8.05,0,0,71.52,92.81,low,2,no,75,63,92,39,78.45,higher study
1145,6.68,6.12,7.3,8.21,7.08,1,1,73.44,91.21,high,5,no,75,97,71,52,82.53,job
1146,5.75,5.3,6.58,7.54,6.29,0,0,79.02,71.49,high,6,yes,62,35,64,75,90.54,higher study
1147,6.91,7.21,8.71,4.46,6.82,0,0,59.37,47.87,low,6,no,49,82,99,63,74,none
1148,6.91,4.76,6.59,8.22,6.62,0,1,84.85,60.03,high,11,no,100,78,83,59,65.87,higher study
1149,4.5,7.95,6.08,8.72,6.81,0,0,98.28,98.37,high,6,yes,93,50,63,36,63.77,job
1150,4.32,8.09,6.06,8.76,6.81,0,2,51.17,73.72,low,11,yes,37,61,68,66,64.5,none
1151,6.69,7.91,7.87,7.61,7.52,0,0,80.11,85.34,low,2,no,49,78,92,83,98,job
1152,3.53,6.96,7.99,7.53,6.5,0,0,95.21,63.15,high,0,no,74,50,50,64,98.07,job
1153,6,5.27,6.93,6.8,6.25,5,5,78.98,68.65,low,5,no,39,92,99,43,98.75,none
1154,8.19,6.28,6.96,8.81,7.56,0,0,78.64,61.75,low,2,yes,75,47,54,55,72.1,higher study
1155,8.9,7.28,7.02,7.37,7.64,0,3,48,80.1,high,12,yes,90,43,85,96,67.66,none
1156,6.67,6.39,8.04,6.38,6.87,0,0,68.86,90.05,medium,14,yes,61,51,98,87,99.24,job
1157,7.99,8.84,5.29,7.3,7.36,1,1,70.69,67,medium,2,yes,56,68,47,84,99.53,job
1158,5.57,7.43,6.17,6.38,6.39,0,0,79.91,65.22,low,14,no,75,81,49,37,63.13,job
1159,5.5,6.95,8.79,5.77,6.75,0,0,99.79,55.81,high,2,no,45,91,88,70,90.1,none
1160,8.23,8.3,6.67,7.51,7.68,0,0,35.26,44.87,low,14,no,97,51,42,96,71.55,none
1161,3.76,7.49,5.32,7.68,6.06,0,0,37.38,95.93,high,8,yes,91,85,41,84,96.37,none
1162,8.55,6.93,9,7.01,7.87,0,0,38.23,54.18,low,11,yes,84,63,67,41,63.57,none
1163,7.27,8.44,6.51,6.21,7.11,0,0,82.78,86.65,low,14,no,62,70,66,34,95.54,higher study
1164,6.91,8.6,8.31,8.83,8.16,2,2,42.14,80.93,high,3,no,52,73,40,41,60.1,job
1165,6.98,8.02,9.39,8.32,8.18,2,2,74.71,85.99,low,4,no,78,39,54,88,80.88,higher study
1166,4.94,9.62,5.17,8.52,7.06,4,4,54.76,95.76,medium,2,yes,87,68,38,42,73.42,job
1167,4.66,6.14,5.68,7.1,5.9,0,0,63.65,74.77,medium,9,no,99,59,45,84,77.09,job
1168,8.14,7.7,6.67,8.28,7.7,4,4,47.46,93.16,high,12,yes,46,63,92,49,77.35,higher study
1169,8.45,8.29,6.24,7.46,7.61,1,1,91.03,44.24,low,14,no,98,57,91,86,86.14,none
1170,6.54,6.41,8.62,6.6,7.04,0,0,72.28,74.99,medium,11,no,45,88,70,92,60.92,job
1171,7.11,6.69,8.58,6.37,7.19,0,0,96.29,84.74,high,0,yes,47,42,78,78,87.65,none
1172,9.02,8.65,5.68,7.04,7.6,0,2,71.5,51.21,high,14,yes,75,95,58,70,60.89,higher study
1173,8.71,6.06,7.21,6.41,7.1,0,0,41.31,82.63,high,11,yes,81,51,60,99,67.41,job
1174,8.42,8.26,8.11,5.59,7.6,0,0,44.46,85.16,medium,3,no,57,84,84,97,84.27,none
1175,8.95,7.42,7.67,8.99,8.26,0,0,99.27,88.69,medium,14,yes,98,52,75,69,63.46,higher study
1176,8.26,4.12,8.56,6.15,6.77,0,0,81.62,53.97,medium,0,no,50,66,75,83,99.64,job
1177,7.18,4.31,6.95,7.32,6.44,0,0,36.31,78.67,medium,10,yes,71,71,93,86,91.38,higher study
1178,7.77,7.34,7.57,7.36,7.51,0,0,80.16,53.39,low,10,no,61,46,91,90,88.23,none
1179,7.98,6.02,7.46,6.9,7.09,0,0,60.62,82.52,medium,6,yes,66,82,55,52,70.71,job
1180,6.24,4.34,7.06,7.71,6.34,1,1,53.59,64.02,high,6,yes,57,86,91,59,61.94,job
1181,9.83,8.46,8.67,6.45,8.35,4,4,43.33,73.04,low,14,no,37,34,44,76,99.15,job
1182,7.63,3.56,6.5,8.35,6.51,0,0,89.28,60.87,medium,3,yes,66,45,39,91,65.91,higher study
1183,8.13,7.08,6.45,7,7.16,0,2,37.29,43.86,low,14,no,43,57,55,92,93.22,higher study
1184,3.8,4.35,7.73,7.77,5.91,0,5,52.43,44.94,high,4,no,69,34,45,79,67.9,higher study
1185,6.5,7.62,7.97,8.15,7.56,0,2,53.53,38.21,medium,9,no,64,40,60,73,74.96,higher study
1186,5.95,5.51,6.58,5.16,5.8,0,0,43.79,74.41,low,6,yes,37,72,34,46,87.74,none
1187,8.34,8.03,7.17,8.67,8.05,0,0,67.05,89.86,medium,12,no,41,65,97,42,97.81,higher study
1188,7.75,8.11,8.84,4.17,7.22,5,5,33.79,34.41,low,5,yes,60,82,72,99,60.79,higher study
1189,8.86,5.74,9.62,9.15,8.34,0,0,53.17,37.45,low,12,yes,69,64,93,86,70.43,higher study
1190,6.13,8.87,4.95,9.81,7.44,0,0,95.55,63.66,high,3,no,42,36,87,37,90.6,none
1191,6.8,7.59,4.57,3.79,5.69,0,0,53.81,82.43,high,3,yes,76,80,58,47,66.94,none
1192,7.8,7.2,6.74,8.51,7.56,0,5,57.16,43.57,medium,1,no,57,48,53,41,64.46,job
1193,6.89,8.86,5.1,7.82,7.17,0,0,64.71,51.21,medium,9,no,70,84,69,95,61.85,higher study
1194,8.14,4.8,5.55,7.17,6.42,0,0,70.64,48.55,low,1,no,74,54,56,78,80.1,job
1195,8.28,7.93,3.51,7.51,6.81,0,0,87.19,59.74,high,11,no,59,74,34,100,90.71,job
1196,4.04,6.89,8.01,3.54,5.62,0,4,45.76,48.08,high,3,no,37,36,60,95,98.47,none
1197,9.97,6.38,8.22,9.76,8.58,0,0,91.41,56.63,low,4,no,34,34,85,69,70.7,none
1198,9.14,8.53,9.16,8.31,8.78,0,0,83.76,81.82,high,3,yes,53,54,35,34,64.85,job
1199,6.31,7.09,7.34,8.63,7.34,0,0,81.42,73.94,high,13,yes,78,54,54,93,76.1,job
1200,7.54,7.98,8.81,6.31,7.66,0,0,38.83,38.45,low,2,yes,85,82,42,46,62.22,higher study
1201,7.53,7.41,5.98,7.15,7.02,0,0,34.46,75.73,medium,10,yes,97,98,81,45,73.25,none
1202,7.11,9.73,8.21,8.33,8.35,0,0,72.8,64.97,medium,1,yes,54,74,72,50,85.72,none
1203,8.8,6.6,7.37,7.29,7.52,0,1,90.83,95.62,medium,3,no,58,100,75,80,66.73,job
1204,8.48,7.81,7.71,3.77,6.94,0,0,72.16,52.39,low,13,yes,100,75,78,86,85.28,none
1205,8.09,9.93,3.96,7,7.24,0,0,47.29,81.66,medium,10,no,59,90,35,100,98.88,job
1206,8.14,6.18,8.08,4.23,6.66,0,0,39.07,81.97,low,4,yes,60,76,100,43,94.57,job
1207,7.39,4.64,7.78,7.23,6.76,0,3,79.88,47.85,low,0,yes,85,45,76,79,74.27,none
1208,8.76,7.24,8.64,4.88,7.38,0,5,81.36,93.52,high,14,no,96,97,51,37,76.86,higher study
1209,8.08,3.58,7.07,7.81,6.64,0,0,44.57,65.91,high,12,yes,78,84,72,90,76.77,none
1210,9.23,7.64,6.9,3.66,6.86,1,4,34.9,78.49,medium,0,yes,91,93,39,71,94.4,job
1211,8.19,5.7,4.68,9,6.89,0,0,60.36,42.78,low,5,yes,71,61,75,45,99.75,job
1212,8.59,7.31,5.68,7.48,7.26,0,0,72.05,50.28,medium,4,no,68,47,85,64,93.04,higher study
1213,6.82,8.25,6.64,6.63,7.08,0,0,80.31,72.27,medium,10,yes,79,65,60,35,82.32,job
1214,8.42,8.48,6.11,3.84,6.71,0,0,87.27,54.38,high,3,no,36,41,48,34,63.89,higher study
1215,6.59,8.31,6.13,6.49,6.88,0,0,73.91,66.48,medium,0,yes,39,60,52,58,98.18,none
1216,7.04,6.12,8.61,6.13,6.98,0,0,40.44,58.06,medium,11,no,46,83,95,38,94.4,higher study
1217,7.01,6.58,8.04,7.68,7.33,0,1,78.74,75.92,high,13,yes,79,92,97,81,93.66,job
1218,8.94,7.61,4.06,7.63,7.06,1,1,98.94,65.64,medium,6,no,66,90,84,47,75.67,job
1219,8.57,8.8,4.69,3.95,6.5,0,0,93.68,33.32,medium,14,no,95,36,80,85,77.89,higher study
1220,8.1,8.5,7.98,6.62,7.8,0,0,91.4,76.53,low,3,yes,96,60,90,54,64.79,none
1221,9.87,8.53,7.84,8.09,8.58,0,0,53.25,61.29,medium,2,yes,89,67,53,58,97.51,higher study
1222,8.18,6.91,8.55,9.48,8.28,0,5,83.31,55.9,high,13,yes,72,59,53,100,97.73,job
1223,7.69,7.29,7.44,8.22,7.66,2,2,90.03,39.32,high,6,no,93,73,97,83,70.18,none
1224,3.67,7.41,8.61,5.08,6.19,0,4,78.45,47.77,low,1,yes,57,65,71,66,87.84,higher study
1225,8.84,6.47,3.83,6.78,6.48,4,4,49.8,48,high,9,no,83,74,71,50,68.14,higher study
1226,7.49,6.09,4.49,7.03,6.28,0,0,96.91,95.67,high,0,yes,66,35,98,67,75.72,higher study
1227,7.14,8.84,7.08,8.97,8.01,0,0,63.21,61.98,high,10,yes,40,40,38,59,72.1,job
1228,6.49,3.53,3.94,7.12,5.27,0,0,41.71,35.83,medium,3,no,79,52,97,75,75.58,job
1229,9.93,6.72,8.78,8.28,8.43,0,0,40.36,42.31,low,12,yes,95,66,60,64,72.36,job
1230,8.36,6.72,8.1,7.36,7.64,0,0,76.39,38.3,low,7,yes,34,35,53,84,73.81,none
1231,4.99,6.25,6.77,8.38,6.6,0,0,62.33,72.46,low,12,yes,98,100,93,69,91.64,none
1232,8.2,8.79,7.69,8.31,8.25,0,0,39.34,45.51,low,5,no,78,48,73,46,72,none
1233,7.15,7.74,4.41,5.04,6.08,0,0,82.61,66.41,high,8,no,88,54,39,46,92.59,job
1234,6.08,8,7.6,8,7.42,0,0,86.56,57.8,medium,0,no,99,92,69,65,82.72,none
1235,8.52,8.73,6.41,8.56,8.06,0,0,81.61,86.86,high,0,no,100,72,98,38,91.22,none
1236,6.03,7.04,7.77,4.88,6.43,0,0,46.56,54.48,high,10,yes,87,53,44,45,96.76,higher study
1237,5.35,7.86,6.94,8.82,7.24,0,0,79.22,63.71,high,4,yes,96,34,82,92,65.54,job
1238,8.11,6.12,6.16,7.74,7.03,0,0,33.73,81.33,high,5,yes,87,42,61,74,73.76,higher study
1239,9.42,6.56,8.85,9.54,8.59,0,2,53.45,62.04,low,7,no,85,84,55,70,62.22,job
1240,8.91,8.49,7.92,9.06,8.6,3,5,59.73,86.15,low,2,yes,87,71,80,81,76.28,job
1241,3.58,9.28,8.63,6.71,7.05,0,0,88.96,77.34,medium,5,no,100,48,99,76,69.5,none
1242,7.31,8.3,8.03,7.2,7.71,0,0,59.16,60.51,high,2,yes,70,74,58,74,82.87,higher study
1243,6.7,7.05,7.07,8.27,7.27,0,0,33.76,66.77,low,7,no,45,80,100,89,91.34,higher study
1244,5.15,5.86,7.54,7.95,6.62,0,0,56.61,97.8,medium,11,no,92,59,65,44,79.45,none
1245,8.11,7.13,8.03,6.53,7.45,0,5,66.43,77.33,high,10,yes,53,87,50,42,73.34,higher study
1246,8.45,7.6,4.43,6.15,6.66,0,5,96.58,93.64,high,10,no,65,72,73,61,66.1,higher study
1247,7.64,6,8.88,8.05,7.64,0,1,96.05,44.99,low,3,no,77,50,63,55,61.07,job
1248,8.9,4.72,6.76,6.75,6.78,0,0,45.13,65.38,high,1,yes,99,42,92,39,87.12,higher study
